LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 129.0, 15529.0, 1792, 55.0, 128.0, 4736, 255.0, 15645.0, 774400, -10486.0, 10486.0, 1048600, -190.0, -1.0, 9500, 11706.0, 20711.0, 774400,
1, 129.0, 15486.0, 2304, 1.0, 12539.0, 18432, 255.0, 15644.0, 559872, -10486.0, 10486.0, 1048600, -738.0, -1.0, 36900, 15057.0, 16419.0, 559872,
2, 129.0, 15486.0, 2304, 1.0, 12539.0, 18432, 255.0, 15644.0, 559872, -10486.0, 10486.0, 1048600, -738.0, -1.0, 36900, 15057.0, 16419.0, 559872,
3, 129.0, 15486.0, 2304, 1.0, 12539.0, 18432, 255.0, 15644.0, 559872, -10486.0, 10486.0, 1048600, -738.0, -1.0, 36900, 15057.0, 16419.0, 559872,
4, 129.0, 15486.0, 2304, 1.0, 12539.0, 18432, 255.0, 15644.0, 559872, -10486.0, 10486.0, 1048600, -738.0, -1.0, 36900, 15057.0, 16419.0, 559872,
5, 129.0, 3275.0, 2304, 1.0, 2460.0, 36864, 255.0, 3497.0, 301056, -6022.0, -1.0, 301100, -738.0, -1.0, 36900, 3497.0, 9518.0, 301056,
6, 129.0, 5099.0, 3840, 1.0, 4360.0, 73728, 255.0, 5289.0, 432640, -8653.0, -1.0, 432650, -1475.0, -1.0, 73750, 5289.0, 13941.0, 432640,
7, 129.0, 970.0, 256, 97.0, 128.0, 4096, 255.0, 1222.0, 107648, -2153.0, -1.0, 107650, -82.0, -1.0, 4100, 1222.0, 3374.0, 107648,
8, 129.0, 5099.0, 3840, 1.0, 4360.0, 73728, 255.0, 5289.0, 432640, -8653.0, -1.0, 432650, -1475.0, -1.0, 73750, 5289.0, 13941.0, 432640,
9, 129.0, 5099.0, 3840, 1.0, 4360.0, 73728, 255.0, 5289.0, 432640, -8653.0, -1.0, 432650, -1475.0, -1.0, 73750, 5289.0, 13941.0, 432640,
10, 129.0, 5589.0, 7680, 1.0, 5330.0, 147456, 255.0, 5779.0, 250880, -2509.0, -1.0, 125450, -2950.0, -1.0, 147500, 5779.0, 10796.0, 250880,
11, 129.0, 9341.0, 13824, 1.0, 9070.0, 294912, 255.0, 9467.0, 331776, -3318.0, -1.0, 165900, -5899.0, -1.0, 294950, 9467.0, 16102.0, 331776,
12, 129.0, 1007.0, 512, 65.0, 735.0, 16384, 255.0, 1213.0, 57600, -576.0, -1.0, 28800, -328.0, -1.0, 16400, 1213.0, 2364.0, 57600,
13, 129.0, 9341.0, 13824, 1.0, 9070.0, 294912, 255.0, 9467.0, 331776, -3318.0, -1.0, 165900, -5899.0, -1.0, 294950, 9467.0, 16102.0, 331776,
14, 129.0, 9341.0, 13824, 1.0, 9070.0, 294912, 255.0, 9467.0, 331776, -3318.0, -1.0, 165900, -5899.0, -1.0, 294950, 9467.0, 16102.0, 331776,
15, 129.0, 15389.0, 27648, 1.0, 15213.0, 589824, 255.0, 15515.0, 225792, -1129.0, -1.0, 56450, -10486.0, 10486.0, 1048600, 15515.0, 20030.0, 225792,
16, 129.0, 69672.0, 55296, 1.0, 69520.0, 1179648, 255.0, 69798.0, 230400, -1152.0, -1.0, 57600, -10486.0, 62921.0, 3670100, 69798.0, 74405.0, 230400,
17, 129.0, 1648.0, 1024, 1.0, 1466.0, 65536, 255.0, 1783.0, 32768, -164.0, -1.0, 8200, -1311.0, -1.0, 65550, 1783.0, 2438.0, 32768,
18, 129.0, 69672.0, 55296, 1.0, 69520.0, 1179648, 255.0, 69798.0, 230400, -1152.0, -1.0, 57600, -10486.0, 62921.0, 3670100, 69798.0, 74405.0, 230400,
19, 129.0, 69672.0, 55296, 1.0, 69520.0, 1179648, 255.0, 69798.0, 230400, -1152.0, -1.0, 57600, -10486.0, 62921.0, 3670100, 69798.0, 74405.0, 230400,
20, 129.0, 6001.0, 4096, 1.0, 5873.0, 256000, 255.0, 6103.0, 2000, -6.0, -1.0, 300, -5243.0, -1.0, 262150, 6127.0, 6166.0, 2000,
