LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 14961, 2480, 46.441059254060555, 14.453125, 13.869681378380522,
1, 10867, 4272, 60.375448605870986, 28.125, 23.945255474452555,
2, 10867, 4272, 60.375448605870986, 28.125, 23.945255474452555,
3, 10867, 4272, 60.375448605870986, 28.125, 23.945255474452555,
4, 10867, 4272, 60.375448605870986, 28.125, 23.945255474452555,
5, 3503, 1172, 100.71367399371967, 56.25, 34.106728538283065,
6, 4602, 1429, 132.20338983050848, 75.0, 42.78481012658228,
7, 1364, 142, 30.828445747800586, 12.5, 7.787037037037036,
8, 4602, 1429, 132.20338983050848, 75.0, 42.78481012658228,
9, 4602, 1429, 132.20338983050848, 75.0, 42.78481012658228,
10, 5150, 1683, 68.50485436893204, 75.0, 20.851063829787233,
11, 23981, 18722, 21.617113548225678, 90.0, 19.846860643185295,
12, 1213, 0, 37.09810387469085, 25.0, 7.663487738419618,
13, 23981, 18722, 21.617113548225678, 90.0, 19.846860643185295,
14, 23981, 18722, 21.617113548225678, 90.0, 19.846860643185295,
15, 77071, 68452, 4.577597280429734, 90.0, 7.903225806451612,
16, 330875, 316224, 1.0880241783150737, 100.0, 4.681647940074907,
17, 1783, 0, 28.71564778463264, 50.0, 5.5846422338568935,
18, 330875, 316224, 1.0880241783150737, 100.0, 4.681647940074907,
19, 330875, 316224, 1.0880241783150737, 100.0, 4.681647940074907,
20, 10235, 7172, 0.30532486565705913, 97.65625, 0.1914828431372549,
