IO OPT target,Weight OPT target,Weight Tech,IO Dyn Read (mJ),IO Dyn Write (mJ),IO Static (mJ),Weight Dyn Read (mJ),Weight Static (mJ),Total Energy per Inference (mJ),Overall Carbon Emission (gCO2)
WriteDynamicEnergy,WriteDynamicEnergy,HZO5,241.865697792,80.94347105599999,16.182875639662083,56.946188352,50.29535603598682,446.2335888756489,519.243119696147
WriteDynamicEnergy,WriteDynamicEnergy,SRAM-Best,241.865697792,80.94347105599999,16.182875639662083,48.266823552000005,5.719954722803905,392.978822762466,493.19483351900635
WriteDynamicEnergy,WriteEDP,HZO3,241.865697792,80.94347105599999,16.182875639662083,49.072650816,11.37887994258893,399.44357524625104,462.4270301041817
WriteDynamicEnergy,WriteEDP,HZO5,241.865697792,80.94347105599999,16.182875639662083,49.072650816,11.37887994258893,399.44357524625104,462.5538531041817
WriteDynamicEnergy,WriteEDP,SRAM-Best,241.865697792,80.94347105599999,16.182875639662083,38.07772704,6.042108295444416,383.1118798231065,486.3576777392252
WriteDynamicEnergy,WriteLatency,HZO3,241.865697792,80.94347105599999,16.182875639662083,162.238827456,0.2254920741421778,501.4563640178043,566.6267229822467
WriteDynamicEnergy,WriteLatency,HZO5,241.865697792,80.94347105599999,16.182875639662083,162.238827456,0.2254920741421778,501.4563640178043,566.7535639822468
WriteDynamicEnergy,WriteLatency,SRAM-Best,241.865697792,80.94347105599999,16.182875639662083,492.003728448,3.1951355002398723,834.190908435902,932.2525272455563
WriteEDP,Area,HZO3,189.884652672,82.344552172,16.92243280137984,25.882025088,0.20418368449996802,315.2378464178798,372.65455079404984
WriteEDP,Area,HZO5,189.884652672,82.344552172,16.92243280137984,25.882025088,0.20418368449996802,315.2378464178798,372.78136279404987
WriteEDP,Area,SRAM-Best,189.884652672,82.344552172,16.92243280137984,746.374411392,47.12283572436633,1082.648884761746,1178.7117992196563
WriteEDP,ReadDynamicEnergy,HZO3,189.884652672,82.344552172,16.92243280137984,7.870352447999999,0.050115171524544005,297.0721052649044,353.48140853621385
WriteEDP,ReadDynamicEnergy,HZO5,189.884652672,82.344552172,16.92243280137984,7.870352447999999,0.050115171524544005,297.0721052649044,353.48140853621385
WriteEDP,ReadDynamicEnergy,SRAM-Best,189.884652672,82.344552172,16.92243280137984,12.472804607999999,6.675806915900161,308.30024916928,408.3921711351785
