LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 129.0, 17893.0, 1792, 55.0, 128.0, 4736, 255.0, 18009.0, 774400, -656.0, 17738.0, 918400, -190.0, -1.0, 9500, 845.0, 18487.0, 774400,
1, 129.0, 17912.0, 2304, 1.0, 14965.0, 18432, 255.0, 18127.0, 559872, -656.0, 16424.0, 852800, -656.0, -1.0, 32800, 1406.0, 18902.0, 559985,
2, 129.0, 17912.0, 2304, 1.0, 14965.0, 18432, 255.0, 18127.0, 559872, -656.0, 16424.0, 852800, -656.0, -1.0, 32800, 1406.0, 18902.0, 559985,
3, 129.0, 17912.0, 2304, 1.0, 14965.0, 18432, 255.0, 18127.0, 559872, -656.0, 16424.0, 852800, -656.0, -1.0, 32800, 1406.0, 18902.0, 559985,
4, 129.0, 17912.0, 2304, 1.0, 14965.0, 18432, 255.0, 18127.0, 559872, -656.0, 16424.0, 852800, -656.0, -1.0, 32800, 1406.0, 18902.0, 559985,
5, 129.0, 13676.0, 2304, 1.0, 8806.0, 36864, 255.0, 14039.0, 301056, -656.0, 13139.0, 688800, -656.0, 656.0, 65600, 782.0, 14816.0, 301169,
6, 129.0, 15599.0, 3840, 1.0, 14860.0, 73728, 255.0, 15947.0, 432640, -656.0, 15110.0, 787200, -656.0, 3941.0, 229600, 782.0, 16735.0, 432669,
7, 129.0, 970.0, 256, 97.0, 128.0, 4096, 255.0, 1364.0, 107648, -656.0, -1.0, 32800, -82.0, -1.0, 4100, 574.0, 2205.0, 107661,
8, 129.0, 15599.0, 3840, 1.0, 14860.0, 73728, 255.0, 15947.0, 432640, -656.0, 15110.0, 787200, -656.0, 3941.0, 229600, 782.0, 16735.0, 432669,
9, 129.0, 15599.0, 3840, 1.0, 14860.0, 73728, 255.0, 15947.0, 432640, -656.0, 15110.0, 787200, -656.0, 3941.0, 229600, 782.0, 16735.0, 432669,
10, 129.0, 23895.0, 7680, 1.0, 23636.0, 147456, 255.0, 24085.0, 250880, -656.0, 15110.0, 787200, -656.0, 22994.0, 1180800, 2854.0, 24514.0, 250880,
11, 129.0, 70696.0, 13824, 1.0, 70425.0, 294912, 255.0, 70822.0, 331776, -656.0, 32849.0, 1672800, -656.0, 70298.0, 3542400, 961.0, 70903.0, 331776,
12, 129.0, 1007.0, 512, 65.0, 735.0, 16384, 255.0, 1213.0, 57600, -576.0, -1.0, 28800, -328.0, -1.0, 16400, 950.0, 1709.0, 57600,
13, 129.0, 70696.0, 13824, 1.0, 70425.0, 294912, 255.0, 70822.0, 331776, -656.0, 32849.0, 1672800, -656.0, 70298.0, 3542400, 961.0, 70903.0, 331776,
14, 129.0, 70696.0, 13824, 1.0, 70425.0, 294912, 255.0, 70822.0, 331776, -656.0, 32849.0, 1672800, -656.0, 70298.0, 3542400, 961.0, 70903.0, 331776,
15, 129.0, 330773.0, 27648, 1.0, 330597.0, 589824, 255.0, 330899.0, 225792, -656.0, 10511.0, 557600, -656.0, 330470.0, 16531200, 25575.0, 331482.0, 225792,
16, 129.0, 874021.0, 55296, 1.0, 873869.0, 1179648, 255.0, 874147.0, 230400, -656.0, 19052.0, 984000, -656.0, 873809.0, 43656800, 121077.0, 874167.0, 230400,
17, 129.0, 2598.0, 1024, 1.0, 2416.0, 65536, 255.0, 2733.0, 32768, -164.0, -1.0, 8200, -656.0, 1970.0, 131200, 2733.0, 3388.0, 32768,
18, 129.0, 874021.0, 55296, 1.0, 873869.0, 1179648, 255.0, 874147.0, 230400, -656.0, 19052.0, 984000, -656.0, 873809.0, 43656800, 121077.0, 874167.0, 230400,
19, 129.0, 874021.0, 55296, 1.0, 873869.0, 1179648, 255.0, 874147.0, 230400, -656.0, 19052.0, 984000, -656.0, 873809.0, 43656800, 121077.0, 874167.0, 230400,
20, 129.0, 50728.0, 4096, 1.0, 50600.0, 256000, 255.0, 50830.0, 2000, -6.0, -1.0, 300, -656.0, 50588.0, 2558400, 50854.0, 50893.0, 2000,
