LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg FILTER Metadata SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 0.05333888946765288, 0.1400145848525888, 0.0087509115532868, 23.050020091378567, 49.697711564585234, 49.848024316109424, 23.172065049894528,
1, 0.022694498948015413, 0.21786718990094797, 0.013616699368809248, 5.514763244367745, 49.69726354627374, 49.708127525819485, 5.527078014772519,
2, 0.022694498948015413, 0.21786718990094797, 0.013616699368809248, 5.514763244367745, 49.69726354627374, 49.708127525819485, 5.527078014772519,
3, 0.022694498948015413, 0.21786718990094797, 0.013616699368809248, 5.514763244367745, 49.69726354627374, 49.708127525819485, 5.527078014772519,
4, 0.022694498948015413, 0.21786718990094797, 0.013616699368809248, 5.514763244367745, 49.69726354627374, 49.708127525819485, 5.527078014772519,
5, 0.11053222417316715, 2.1222187041248093, 0.13263866900780058, 14.442877291960508, 49.69840399434327, 49.699544135930374, 15.855603992923932,
6, 0.04896952865411728, 1.0446832779545019, 0.06529270487215637, 5.517233561697213, 49.6973219728653, 49.697592005910415, 5.766311269065601,
7, 0.11526339486717695, 3.6884286357496623, 0.2305267897343539, 48.46825754164791, 49.74003466204506, 50.0, 53.133267522211256,
8, 0.04896952865411728, 1.0446832779545019, 0.06529270487215637, 5.517233561697213, 49.6973219728653, 49.697592005910415, 5.766311269065601,
9, 0.04896952865411728, 1.0446832779545019, 0.06529270487215637, 5.517233561697213, 49.6973219728653, 49.697592005910415, 5.766311269065601,
10, 0.06288896167703897, 1.341631182443498, 0.08385194890271863, 2.0543727481166068, 49.69793818451105, 49.697196159472135, 2.1754965295802813,
11, 0.030247765168464343, 0.6452856569272393, 0.040330353557952454, 0.7259463640431442, 49.69717627790779, 49.69702408376734, 0.7465869099941383,
12, 0.12004689331770223, 7.6830011723329426, 0.4801875732708089, 13.5052754982415, 49.74003466204506, 49.71006852925672, 20.602000714540907,
13, 0.030247765168464343, 0.6452856569272393, 0.040330353557952454, 0.7259463640431442, 49.69717627790779, 49.69702408376734, 0.7465869099941383,
14, 0.030247765168464343, 0.6452856569272393, 0.040330353557952454, 0.7259463640431442, 49.69717627790779, 49.69702408376734, 0.7465869099941383,
15, 0.014033887310138606, 0.2993895959496236, 0.018711849746851476, 0.11461007969946528, 49.69743812091164, 49.69698231030494, 0.11745391669111542,
16, 0.005853151379953792, 0.12486722943901425, 0.007804201839938391, 0.02438813074980747, 49.69711843507201, 49.6969723272303, 0.024825907515413154,
17, 0.032330376030057145, 2.0691440659236573, 0.12932150412022858, 1.0345720329618286, 49.71066409479195, 49.69775611608697, 1.3145585108516868,
18, 0.005853151379953792, 0.12486722943901425, 0.007804201839938391, 0.02438813074980747, 49.69711843507201, 49.6969723272303, 0.024825907515413154,
19, 0.005853151379953792, 0.12486722943901425, 0.007804201839938391, 0.02438813074980747, 49.69711843507201, 49.6969723272303, 0.024825907515413154,
20, 0.0056396050073524145, 0.35247531295952594, 0.02202970705997037, 0.0027537133824962964, 50.0, 49.69700391189223, 50.0,
