Benchmark Name,MemoryCellInputFile,Total Dynamic Read Energy (mJ),Total Dynamic Write Energy (mJ),Total Read Latency (ms),Total Write Latency (ms),Area (mm^2),Area Efficiency (percent),Total Power,Area Efficiency (percent),Read Latency (ns),Write Latency (ns),Read Energy (pJ),Write Energy (pJ),Leakage Power (mW),Capacity (MB),CellArea (F^2),Source,ReadEDP (mJ·ms),WriteEDP (mJ·ms),Total memory latency (ms),Read Energy per access (pJ),Write Energy per access (pJ),WriteEDP per access (nJ·ns),ReadEDP per access (nj·ns)
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_3_9.cell,0.2148408,0.0826464,4.547484000000002,241.0824,0.48782857799999996,40.445,39.7634872,40.445,0.631595,100.45100000000001,29.839000000000002,34.436,39.466, 2, 15,FeFET_2MB_WriteLatency_1BPC-main_dnn_study.csv,0.9769851005472003,51.79433568192,245.629884,54.765528270000004,3998.8351660000008,401.6869912598661,0.034589633827690654
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_4_9.cell,0.2148408,0.08774639999999999,4.547484000000002,241.0824,0.48782857799999996,40.445,39.7685872,40.445,0.631595,100.45100000000001,29.839000000000002,36.561,39.466, 2, 15,FeFET_2MB_WriteLatency_1BPC-main_dnn_study.csv,0.9769851005472003,51.79433568192,245.629884,54.765528270000004,4000.9601660000008,401.9004496348661,0.034589633827690654
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_5_9.cell,0.2148408,0.08774639999999999,4.547484000000002,121.0824,0.48782857799999996,40.445,39.7685872,40.445,0.631595,50.451,29.839000000000002,36.561,39.466, 2, 15,FeFET_2MB_WriteLatency_1BPC-main_dnn_study.csv,0.9769851005472003,26.01343968192,125.629884,54.765528270000004,2027.660166,102.29748303486599,0.034589633827690654
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_6_9.cell,0.2148408,0.0784752,4.547484000000002,4800.0,0.48782857799999996,40.445,39.759316,40.445,0.631595,2000.0,29.839000000000002,32.698,39.466, 2, 15,FeFET_2MB_WriteLatency_1BPC-main_dnn_study.csv,0.9769851005472003,1031.23584,4804.547484,54.765528270000004,78964.698,157929.396,0.034589633827690654
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_7_9.cell,0.2148408,0.08044559999999999,4.547484000000002,2400.0,0.48782857799999996,40.445,39.761286399999996,40.445,0.631595,1000.0,29.839000000000002,33.519,39.466, 2, 15,FeFET_2MB_WriteLatency_1BPC-main_dnn_study.csv,0.9769851005472003,515.61792,2404.547484,54.765528270000004,39499.519,39499.519,0.034589633827690654
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_1_9.cell,0.051767999999999995,0.015542400000000001,135.1296,24043.2,0.299399437,65.899,39.52031040000001,65.899,18.768,10018.0,7.19,6.476,39.453, 2, 15,FeFET_2MB_WriteEDP_1BPC-main_dnn_study.csv,6.9953891328,1244.6683776,24178.3296,747.6439040000001,395246.63000000006,3959580.739340001,14.031780790272004
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_2_9.cell,0.10059839999999999,0.025356,289.9512000000001,2496.0,1.092,18.068,315.7479544,18.068,40.271,1040.0,13.972000000000001,10.565,315.622, 2, 15,FeFET_2MB_WriteEDP_1BPC-main_dnn_study.csv,29.168626798080005,251.09360639999997,2785.9512,12724.385562000001,328257.445,341387.7428,512.423730967302
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_3_9.cell,0.060703199999999985,0.020390400000000003,135.15120000000002,284.2992,0.398895367,49.462,78.98709360000001,49.462,18.771,118.458,8.431000000000001,8.496,78.906, 2, 15,FeFET_2MB_WriteEDP_1BPC-main_dnn_study.csv,8.204110323839998,17.257871197439997,419.4504,1489.5755260000003,9355.542948,1108.238906534184,27.96082219854601
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_4_9.cell,0.077832,0.024763200000000003,135.2016,284.2872,0.5977767879999999,33.006,157.9145952,33.006,18.778,118.45299999999999,10.81,10.318,157.812, 2, 15,FeFET_2MB_WriteEDP_1BPC-main_dnn_study.csv,10.5230109312,22.1266413504,419.48879999999997,2974.203736,18703.622836,2215.500235792708,55.849597754608
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_5_9.cell,0.077832,0.024763200000000003,135.2016,164.2872,0.5977767879999999,33.006,157.9145952,33.006,18.778,68.453,10.81,10.318,157.812, 2, 15,FeFET_2MB_WriteEDP_1BPC-main_dnn_study.csv,10.5230109312,12.786801350400001,299.4888,2974.203736,10813.022836,740.1838521927081,55.849597754608
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_6_9.cell,0.060703199999999985,0.018216,135.15120000000002,4843.199999999999,0.398895367,49.462,78.98491920000001,49.462,18.771,2018.0,8.431000000000001,7.59,78.906, 2, 15,FeFET_2MB_WriteEDP_1BPC-main_dnn_study.csv,8.204110323839998,293.9977382399999,4978.351199999999,1489.5755260000003,159239.89800000002,321346.114164,27.96082219854601
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_7_9.cell,0.060703199999999985,0.0192432,135.15120000000002,2443.2,0.398895367,49.462,78.98594640000002,49.462,18.771,1018.0,8.431000000000001,8.017999999999999,78.906, 2, 15,FeFET_2MB_WriteEDP_1BPC-main_dnn_study.csv,8.204110323839998,148.31005823999996,2578.3512,1489.5755260000003,80334.326,81780.343868,27.96082219854601
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_1_9.cell,0.5277240000000001,0.2079336,12.5928,24002.4,4.463,70.734,79.86965760000001,70.734,1.749,10001.0,73.295,86.639,79.134, 32, 15,FeFET_32MB_ReadLatency_1BPC-main_dnn_study.csv,6.645522787200001,12666.642537600002,24014.9928,211.70036600000003,791505.7729999999,7915849.235772999,0.37026394013400005
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_2_9.cell,0.5277240000000001,0.376656,12.5928,2402.4,4.463,70.734,80.03838,70.734,1.749,1001.0,73.295,156.94,79.134, 32, 15,FeFET_32MB_ReadLatency_1BPC-main_dnn_study.csv,6.645522787200001,1267.8041376000003,2414.9928,211.70036600000003,79370.07400000001,79449.444074,0.37026394013400005
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_3_9.cell,0.5277240000000001,0.2650679999999999,12.5928,243.0336,4.463,70.734,79.926792,70.734,1.749,101.264,73.295,110.445,79.134, 32, 15,FeFET_32MB_ReadLatency_1BPC-main_dnn_study.csv,6.645522787200001,128.25466352640004,255.62640000000002,211.70036600000003,8123.870376,822.6556097552639,0.37026394013400005
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_4_9.cell,0.5277240000000001,0.3043464,12.5928,243.0336,4.463,70.734,79.9660704,70.734,1.749,101.264,73.295,126.811,79.134, 32, 15,FeFET_32MB_ReadLatency_1BPC-main_dnn_study.csv,6.645522787200001,128.25466352640004,255.62640000000002,211.70036600000003,8140.236376,824.312896379264,0.37026394013400005
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_5_9.cell,0.5277240000000001,0.3043464,12.5928,123.0336,4.463,70.734,79.9660704,70.734,1.749,51.263999999999996,73.295,126.811,79.134, 32, 15,FeFET_32MB_ReadLatency_1BPC-main_dnn_study.csv,6.645522787200001,64.92778352640002,135.62640000000002,211.70036600000003,4183.536376,214.464808779264,0.37026394013400005
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_6_9.cell,0.5277240000000001,0.23292960000000001,12.5928,4802.4,4.463,70.734,79.89465360000001,70.734,1.749,2001.0,73.295,97.054,79.134, 32, 15,FeFET_32MB_ReadLatency_1BPC-main_dnn_study.csv,6.645522787200001,2534.3417376,4814.9928,211.70036600000003,158444.188,317046.820188,0.37026394013400005
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_7_9.cell,0.5277240000000001,0.2481072,12.5928,2402.4,4.463,70.734,79.90983120000001,70.734,1.749,1001.0,73.295,103.37799999999999,79.134, 32, 15,FeFET_32MB_ReadLatency_1BPC-main_dnn_study.csv,6.645522787200001,1267.8041376000003,2414.9928,211.70036600000003,79316.512,79395.82851200001,0.37026394013400005
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_1_9.cell,0.13952160000000002,0.0426072,292.5648,24096.0,1.976,79.878,157.9941288,79.878,40.634,10040.0,19.378,17.753,157.812, 16, 15,FeFET_16MB_WriteEDP_1BPC-main_dnn_study.csv,40.819108999680005,3361.9124736000003,24388.5648,6431.9108080000005,1584450.2330000002,15907880.339320002,261.354263772272
ResNet50_int, data/cell_cfgs/FeFET_HZO_15_2_9.cell,0.21060720000000002,0.053136,676.8431999999998,2623.2,4.622,34.152,1.5237432,34.152,94.006,1093.0,29.250999999999998,22.14,1.26, 16, 15,FeFET_16MB_WriteEDP_1BPC-main_dnn_study.csv,142.54805119103997,552.46480704,3300.0431999999996,147.69856,1399.3200000000002,1529.4567600000003,13.884550831359999
