LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 15561, 3080, 44.65038798920378, 14.453125, 13.869681378380522,
1, 19634, 13039, 33.416522359172866, 28.125, 23.945255474452555,
2, 19634, 13039, 33.416522359172866, 28.125, 23.945255474452555,
3, 19634, 13039, 33.416522359172866, 28.125, 23.945255474452555,
4, 19634, 13039, 33.416522359172866, 28.125, 23.945255474452555,
5, 5580, 3249, 63.225806451612904, 56.25, 34.106728538283065,
6, 12966, 9793, 46.92272096251735, 75.0, 42.78481012658228,
7, 2221, 999, 18.932913102206214, 12.5, 7.787037037037036,
8, 12966, 9793, 46.92272096251735, 75.0, 42.78481012658228,
9, 12966, 9793, 46.92272096251735, 75.0, 42.78481012658228,
10, 22988, 19521, 15.347137637028014, 75.0, 20.851063829787233,
11, 77286, 72027, 6.707553761353932, 90.0, 19.846860643185295,
12, 1400, 187, 32.142857142857146, 25.0, 7.663487738419618,
13, 77286, 72027, 6.707553761353932, 90.0, 19.846860643185295,
14, 77286, 72027, 6.707553761353932, 90.0, 19.846860643185295,
15, 219798, 211179, 1.6051101465891409, 90.0, 7.903225806451612,
16, 913918, 899267, 0.39390842504469764, 100.0, 4.681647940074907,
17, 2791, 1008, 18.344679326406307, 50.0, 5.5846422338568935,
18, 913918, 899267, 0.39390842504469764, 100.0, 4.681647940074907,
19, 913918, 899267, 0.39390842504469764, 100.0, 4.681647940074907,
20, 61827, 58764, 0.05054426059812056, 97.65625, 0.1914828431372549,
