LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg FILTER Metadata SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 0.053647072911521244, 0.14082356639274327, 0.008801472899546454, 23.183199365335966, 49.92464148747258, 50.0, 23.61875714830347,
1, 0.056928528012097315, 0.5465138689161342, 0.034157116807258386, 13.833632306939647, 49.92463425447022, 49.96191926884996, 14.063774318479783,
2, 0.056928528012097315, 0.5465138689161342, 0.034157116807258386, 13.833632306939647, 49.92463425447022, 49.96191926884996, 14.063774318479783,
3, 0.056928528012097315, 0.5465138689161342, 0.034157116807258386, 13.833632306939647, 49.92463425447022, 49.96191926884996, 14.063774318479783,
4, 0.056928528012097315, 0.5465138689161342, 0.034157116807258386, 13.833632306939647, 49.92463425447022, 49.96191926884996, 14.063774318479783,
5, 0.21217814123107526, 4.073820311636645, 0.2546137694772903, 27.724610454193833, 49.92671101589807, 49.934754240974335, 27.618872077028886,
6, 0.11045591830864375, 2.3563929239177335, 0.14727455774485834, 12.444700129440529, 49.92468804997542, 49.926007356982794, 12.50253635984204,
7, 0.187683284457478, 6.005865102639296, 0.375366568914956, 78.9208211143695, 49.96191926884996, 50.0, 65.96875,
8, 0.11045591830864375, 2.3563929239177335, 0.14727455774485834, 12.444700129440529, 49.92468804997542, 49.926007356982794, 12.50253635984204,
9, 0.11045591830864375, 2.3563929239177335, 0.14727455774485834, 12.444700129440529, 49.92468804997542, 49.926007356982794, 12.50253635984204,
10, 0.19505037108107345, 4.1610745830629, 0.26006716144143127, 6.3716454553150665, 49.925330269959794, 49.924600098654075, 6.830487196164143,
11, 0.0835302150492154, 1.7819779210499285, 0.11137362006562053, 2.0047251611811694, 49.92429022082019, 49.92404726887267, 2.009563987558942,
12, 0.4220939818631492, 27.01401483924155, 1.688375927452597, 47.48557295960428, 50.0, 50.0, 75.78947368421052,
13, 0.0835302150492154, 1.7819779210499285, 0.11137362006562053, 2.0047251611811694, 49.92429022082019, 49.92404726887267, 2.009563987558942,
14, 0.0835302150492154, 1.7819779210499285, 0.11137362006562053, 2.0047251611811694, 49.92429022082019, 49.92404726887267, 2.009563987558942,
15, 0.06325535850537252, 1.3494476481146138, 0.08434047800716336, 0.5165854277938756, 49.925386497940664, 49.92395358996233, 0.5468707614803333,
16, 0.030392771163803053, 0.6483791181611318, 0.04052369488507074, 0.12663654651584605, 49.92456896551724, 49.92391021790421, 0.13555241580703548,
17, 0.1928981821606857, 12.345483658283884, 0.7715927286427428, 6.172741829141942, 50.0, 49.92864618019218, 14.318549268079527,
18, 0.030392771163803053, 0.6483791181611318, 0.04052369488507074, 0.12663654651584605, 49.92456896551724, 49.92391021790421, 0.13555241580703548,
19, 0.030392771163803053, 0.6483791181611318, 0.04052369488507074, 0.12663654651584605, 49.92456896551724, 49.92391021790421, 0.13555241580703548,
20, 0.03329810584505325, 2.081131615315828, 0.13007072595723926, 0.016258840744654907, 50.0, 49.924099133837174, 50.0,
