LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 129.0, 66461.0, 3584, 1.0, 31237.0, 9408, 255.0, 66743.0, 1548800, -656.0, 66356.0, 3345600, -377.0, -1.0, 18850, 1406.0, 66980.0, 1548800,
1, 129.0, 67263.0, 3840, 1.0, 63578.0, 36864, 255.0, 67389.0, 933120, -656.0, 67013.0, 3378400, -656.0, 656.0, 65600, 1406.0, 67764.0, 933258,
2, 129.0, 67263.0, 3840, 1.0, 63578.0, 36864, 255.0, 67389.0, 933120, -656.0, 67013.0, 3378400, -656.0, 656.0, 65600, 1406.0, 67764.0, 933258,
3, 129.0, 67263.0, 3840, 1.0, 63578.0, 36864, 255.0, 67389.0, 933120, -656.0, 67013.0, 3378400, -656.0, 656.0, 65600, 1406.0, 67764.0, 933258,
4, 129.0, 67263.0, 3840, 1.0, 63578.0, 36864, 255.0, 67389.0, 933120, -656.0, 67013.0, 3378400, -656.0, 656.0, 65600, 1406.0, 67764.0, 933258,
5, 129.0, 17711.0, 3840, 1.0, 16893.0, 73728, 255.0, 18098.0, 501760, -656.0, 17081.0, 885600, -656.0, 3941.0, 229600, 782.0, 18956.0, 501973,
6, 129.0, 62451.0, 6912, 1.0, 22994.0, 147456, 255.0, 62577.0, 778752, -656.0, 62414.0, 3148800, -656.0, 22994.0, 1180800, 782.0, 63075.0, 778833,
7, 129.0, 1002.0, 256, 65.0, 128.0, 8192, 255.0, 1364.0, 107648, -656.0, 656.0, 65600, -164.0, -1.0, 8200, 574.0, 2205.0, 107661,
8, 129.0, 62451.0, 6912, 1.0, 22994.0, 147456, 255.0, 62577.0, 778752, -656.0, 62414.0, 3148800, -656.0, 22994.0, 1180800, 782.0, 63075.0, 778833,
9, 129.0, 62451.0, 6912, 1.0, 22994.0, 147456, 255.0, 62577.0, 778752, -656.0, 62414.0, 3148800, -656.0, 22994.0, 1180800, 782.0, 63075.0, 778833,
10, 129.0, 70733.0, 13824, 1.0, 70425.0, 294912, 255.0, 70874.0, 451584, -656.0, 34163.0, 1738400, -656.0, 70298.0, 3542400, 5273.0, 71385.0, 451584,
11, 129.0, 330868.0, 27648, 1.0, 330597.0, 589824, 255.0, 330994.0, 663552, -656.0, 126143.0, 6330400, -656.0, 330470.0, 16531200, 961.0, 331157.0, 663552,
12, 129.0, 1071.0, 512, 1.0, 735.0, 32768, 255.0, 1213.0, 57600, -576.0, -1.0, 28800, -656.0, -1.0, 32800, 950.0, 1709.0, 57600,
13, 129.0, 330868.0, 27648, 1.0, 330597.0, 589824, 255.0, 330994.0, 663552, -656.0, 126143.0, 6330400, -656.0, 330470.0, 16531200, 961.0, 331157.0, 663552,
14, 129.0, 330868.0, 27648, 1.0, 330597.0, 589824, 255.0, 330994.0, 663552, -656.0, 126143.0, 6330400, -656.0, 330470.0, 16531200, 961.0, 331157.0, 663552,
15, 129.0, 874037.0, 55296, 1.0, 873869.0, 1179648, 255.0, 874171.0, 451584, -656.0, 32849.0, 1672800, -656.0, 873809.0, 43656800, 48923.0, 874682.0, 451584,
16, 129.0, 3638634.0, 110592, 1.0, 3638482.0, 2359296, 255.0, 3638760.0, 460800, -656.0, 73583.0, 3706400, -656.0, 3638465.0, 181679200, 239378.0, 3638800.0, 460800,
17, 129.0, 10482.0, 2048, 1.0, 10300.0, 131072, 255.0, 10617.0, 65536, -328.0, -1.0, 16400, -656.0, 9854.0, 524800, 6696.0, 11272.0, 65536,
18, 129.0, 3638634.0, 110592, 1.0, 3638482.0, 2359296, 255.0, 3638760.0, 460800, -656.0, 73583.0, 3706400, -656.0, 3638465.0, 181679200, 239378.0, 3638800.0, 460800,
19, 129.0, 3638634.0, 110592, 1.0, 3638482.0, 2359296, 255.0, 3638760.0, 460800, -656.0, 73583.0, 3706400, -656.0, 3638465.0, 181679200, 239378.0, 3638800.0, 460800,
20, 129.0, 245894.0, 8192, 1.0, 245766.0, 512000, 255.0, 245996.0, 4000, -11.0, -1.0, 550, -656.0, 245717.0, 12300000, 246020.0, 246099.0, 4000,
