LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 66807, 41844, 10.400177937940635, 28.7109375, 27.55193463002617,
1, 67453, 50964, 9.726772715816939, 45.0, 38.31240875912409,
2, 67453, 50964, 9.726772715816939, 45.0, 38.31240875912409,
3, 67453, 50964, 9.726772715816939, 45.0, 38.31240875912409,
4, 67453, 50964, 9.726772715816939, 45.0, 38.31240875912409,
5, 18098, 12269, 19.493866725605038, 90.0, 54.570765661252906,
6, 62577, 53056, 9.722421976125414, 100.0, 57.046413502109694,
7, 1364, 142, 30.828445747800586, 50.0, 31.148148148148145,
8, 62577, 53056, 9.722421976125414, 100.0, 57.046413502109694,
9, 62577, 53056, 9.722421976125414, 100.0, 57.046413502109694,
10, 70874, 60471, 4.977848011964896, 100.0, 27.801418439716315,
11, 330994, 312059, 1.5661915321727886, 100.0, 22.052067381317013,
12, 1213, 0, 37.09810387469085, 100.0, 30.65395095367847,
13, 330994, 312059, 1.5661915321727886, 100.0, 22.052067381317013,
14, 330994, 312059, 1.5661915321727886, 100.0, 22.052067381317013,
15, 874171, 843140, 0.4035823654639653, 100.0, 8.781362007168443,
16, 3638760, 3580153, 0.09893480196550473, 100.0, 4.681647940074907,
17, 10617, 7050, 4.822454554017142, 100.0, 11.169284467713789,
18, 3638760, 3580153, 0.09893480196550473, 100.0, 4.681647940074907,
19, 3638760, 3580153, 0.09893480196550473, 100.0, 4.681647940074907,
20, 246020, 233765, 0.012702219331761645, 97.65625, 0.19148284313725492,
