M,N,K,shape_class,dtype,latency_us_wallclock,latency_us_device,program_us,host_us,cycles_compute,status
2838,5412,283,r7,bf16,164.4700,28.4931,28.4986,135.9714,415379,ok
2446,5,26,r1,bf16,142.0190,1.1988,1.2042,140.8148,2827,ok
2,2113,1216,r6,bf16,146.3300,1.9086,1.9141,144.4160,65279,ok
2041,355,388,r5,bf16,147.3700,3.3754,3.3811,143.9889,29075,ok
47,2008,43,r2,bf16,141.3500,1.3728,1.3786,139.9714,6863,ok
36,576,114,r0,bf16,147.6500,1.2661,1.2711,146.3789,2089,ok
6006,5531,1149,r7,bf16,248.1200,107.7615,107.7671,140.3529,2529647,ok
2657,2,141,r5,bf16,141.1300,1.2559,1.2613,139.8687,6077,ok
5496,5867,1,r3,bf16,182.0000,42.3767,42.3846,139.6154,270387,ok
7,378,1501,r4,bf16,144.4099,1.3966,1.4023,143.0076,14003,ok
126,2547,71,r2,bf16,143.8300,2.0886,2.0937,141.7363,10159,ok
103,3627,1645,r6,bf16,150.6300,5.7843,5.7900,144.8400,182844,ok
357,46,3141,r4,bf16,146.7800,2.2245,2.2298,144.5502,18474,ok
7,48,7,r0,bf16,138.6600,1.1383,1.1444,137.5156,388,ok
7,4269,9,r2,bf16,139.5800,1.2165,1.2223,138.3577,13225,ok
198,333,136,r4,bf16,148.4800,1.4828,1.4878,146.9922,3479,ok
2492,4258,66,r3,bf16,156.0200,18.1072,18.1123,137.9077,97715,ok
4029,2,9,r1,bf16,138.7800,1.1123,1.1188,137.6612,4410,ok
39,57,179,r4,bf16,140.1200,1.2424,1.2481,138.8719,841,ok
6114,4943,28,r3,bf16,177.5600,42.5053,42.5106,135.0493,253343,ok
5155,22,1232,r5,bf16,149.5900,3.3634,3.3690,146.2210,55369,ok
72,2877,1,r2,bf16,140.8000,1.5075,1.5167,139.2833,10441,ok
3206,12,932,r5,bf16,149.7000,2.6210,2.6267,147.0734,28703,ok
2206,1976,224,r7,bf16,150.7400,10.1520,10.1578,140.5822,82815,ok
4013,3939,78,r3,bf16,162.5700,22.7006,22.7054,139.8646,136244,ok
2546,3706,2468,r7,bf16,208.7110,73.5093,73.5145,135.1965,1698239,ok
7,970,118,r0,bf16,140.2400,1.1879,1.1934,139.0466,3111,ok
2211,797,1,r1,bf16,148.0600,4.4513,4.4598,143.6002,18150,ok
3539,5,183,r5,bf16,143.7100,1.4351,1.4409,142.2691,7841,ok
3991,1968,765,r7,bf16,135.5600,20.8424,20.8475,114.7125,419807,ok
156,1,11,r0,bf16,145.4800,1.6902,1.6994,143.7806,537,ok
2,20,3,r0,bf16,138.2800,1.1106,1.1159,137.1641,383,ok
234,3072,11,r2,bf16,141.0800,2.6160,2.6214,138.4586,14783,ok
1076,584,78,r0,bf16,149.2300,2.6499,2.6558,146.5742,7289,ok
10,3162,2248,r6,bf16,143.4300,4.3846,4.3896,139.0404,176399,ok
1738,21,27,r0,bf16,140.2900,1.2564,1.2619,139.0280,2119,ok
5399,2,1396,r5,bf16,149.8800,5.6283,5.6335,144.2464,63590,ok
4099,5795,1020,r7,bf16,199.4500,65.0304,65.0352,134.4148,1649007,ok
5997,2032,31,r3,bf16,151.8300,19.1630,19.1680,132.6620,102063,ok
38,5775,53,r2,bf16,139.4700,1.6772,1.6830,137.7870,19319,ok
3283,239,1,r1,bf16,146.9900,2.9565,2.9637,144.0263,7329,ok
3115,2,43,r1,bf16,141.4500,1.1934,1.2005,140.2494,3496,ok
3206,2,8,r1,bf16,142.7500,1.1622,1.1683,141.5817,3587,ok
4,4586,637,r6,bf16,142.4900,2.8998,2.9056,139.5844,69479,ok
2583,13,32,r1,bf16,136.1400,1.2318,1.2367,134.9034,2964,ok
3,18,1145,r4,bf16,132.5800,1.1575,1.1631,131.4169,3464,ok
265,3112,2580,r6,bf16,143.7000,11.2801,11.2858,132.4141,339674,ok
2127,57,206,r5,bf16,138.4000,1.5651,1.5709,136.8291,5017,ok
1,58,823,r4,bf16,137.4900,1.8584,1.8655,135.6245,2680,ok
4012,267,226,r5,bf16,135.2700,3.4118,3.4174,131.8526,26363,ok
5828,136,1460,r5,bf16,139.0200,6.8132,6.8183,132.2017,149039,ok
5356,4519,32,r3,bf16,168.4400,35.1110,35.1163,133.3237,206567,ok
2174,2,3004,r5,bf16,145.7900,3.0517,3.0572,142.7328,61343,ok
2191,4854,6,r3,bf16,149.5900,17.2249,17.2305,132.3594,97773,ok
20,3579,4107,r6,bf16,144.9000,5.7317,5.7372,139.1628,371447,ok
465,4,128,r0,bf16,131.6200,1.1395,1.1449,130.4752,846,ok
2454,3907,1096,r7,bf16,164.1500,37.1642,37.1693,126.9807,791243,ok
1,2256,68,r2,bf16,136.3800,2.0720,2.0815,134.2985,6893,ok
2741,13,13,r1,bf16,133.4500,1.2698,1.2754,132.1746,3122,ok
2458,1,322,r5,bf16,140.9400,3.2822,3.2899,137.6501,8519,ok
3382,4734,88,r3,bf16,155.8900,24.6957,24.7011,131.1889,139267,ok
4035,2627,68,r3,bf16,147.3800,17.3378,17.3432,130.0368,92756,ok
3870,9,937,r5,bf16,138.7000,2.3917,2.3970,136.3030,34015,ok
725,2048,4296,r6,bf16,150.9400,21.3983,21.4036,129.5363,602207,ok
34,453,70,r0,bf16,137.3400,1.2128,1.2179,136.1221,1663,ok
27,5557,5,r2,bf16,138.5600,1.5916,1.5970,136.9631,17995,ok
2599,160,4,r1,bf16,143.7700,2.0904,2.0961,141.6739,5961,ok
4845,29,7,r1,bf16,140.0500,1.5352,1.5409,138.5091,5226,ok
2148,1312,980,r5,bf16,147.2400,11.8325,11.8379,135.4021,222639,ok
2,1,3125,r4,bf16,142.3200,1.3738,1.3846,140.9354,9599,ok
22,102,7,r0,bf16,138.4900,1.2261,1.2318,137.2582,403,ok
2245,3216,26,r3,bf16,146.6300,13.8425,13.8475,132.7825,68301,ok
5320,4525,804,r7,bf16,203.5400,70.6945,70.6999,132.8402,1436903,ok
903,3653,1,r2,bf16,144.6000,7.3934,7.4019,137.1980,37264,ok
4203,289,247,r5,bf16,140.8600,3.7710,3.7764,137.0836,27509,ok
2246,3017,73,r3,bf16,149.1000,12.6131,12.6182,136.4818,63071,ok
4418,4836,2553,r7,bf16,298.9700,161.7392,161.7436,137.2264,3647999,ok
4,5911,1547,r6,bf16,134.4100,3.8870,3.8921,130.5179,235845,ok
4,35,7,r0,bf16,133.7600,1.0738,1.0796,132.6804,385,ok
3989,9,2,r1,bf16,134.1700,1.3269,1.3334,132.8366,4370,ok
5966,28,954,r5,bf16,135.4000,3.1894,3.1948,132.2052,50783,ok
9,4265,3,r2,bf16,136.4300,1.3252,1.3309,135.0991,13293,ok
3544,68,1769,r5,bf16,148.7000,5.8915,5.8967,142.8034,54963,ok
48,3,169,r4,bf16,138.2000,1.1610,1.1667,137.0333,859,ok
40,70,39,r0,bf16,136.2400,1.2364,1.2418,134.9982,421,ok
2493,4483,1040,r7,bf16,173.9300,41.8334,41.8388,132.0911,931499,ok
351,2922,928,r6,bf16,144.8100,5.8288,5.8339,138.9761,134871,ok
119,13,2,r0,bf16,139.5500,1.1618,1.1672,138.3829,500,ok
1938,2,571,r5,bf16,136.5600,1.4561,1.4618,135.0983,11599,ok
739,18,3625,r4,bf16,139.0500,3.1101,3.1155,135.9344,32508,ok
9,344,3218,r4,bf16,144.8600,1.9284,1.9334,142.9266,30497,ok
4376,3076,1,r3,bf16,156.7000,22.9728,22.9805,133.7195,118949,ok
5,4582,414,r6,bf16,138.9400,1.7806,1.7858,137.1542,55727,ok
309,4499,4093,r6,bf16,150.5200,17.6968,17.7024,132.8176,796031,ok
120,109,32,r0,bf16,139.2300,1.2697,1.2757,137.9543,501,ok
5909,15,10,r1,bf16,134.8700,1.3843,1.3898,133.4802,6290,ok
4925,65,5,r1,bf16,142.9500,1.9253,1.9308,141.0192,5306,ok
3381,909,98,r1,bf16,141.5000,7.3285,7.3337,134.1664,30103,ok
1,4,12,r0,bf16,133.8400,1.1137,1.1196,132.7204,382,ok
517,2831,103,r2,bf16,142.5800,4.2223,4.2277,138.3523,20676,ok
835,2522,1074,r6,bf16,141.7900,10.8669,10.8722,130.9178,219059,ok
47,1156,2,r0,bf16,136.2900,1.3308,1.3362,134.9538,4289,ok
10,5197,3634,r6,bf16,142.5800,9.4080,9.4130,133.1670,466087,ok
12,5102,54,r2,bf16,138.6100,1.3346,1.3400,137.2700,15759,ok
2569,316,4375,r5,bf16,150.9400,18.5674,18.5728,132.3672,309854,ok
148,5622,15,r2,bf16,140.5100,2.8191,2.8248,137.6852,23319,ok
5261,3355,4,r3,bf16,163.5100,26.3817,26.3869,137.1231,152360,ok
2,4389,27,r2,bf16,136.5800,1.1636,1.1691,135.4109,13439,ok
5392,4245,13,r3,bf16,163.4800,33.0084,33.0130,130.4670,196315,ok
2605,425,1529,r5,bf16,147.7800,7.9167,7.9216,139.8584,143375,ok
308,1787,37,r0,bf16,140.7800,2.3474,2.3531,138.4269,9659,ok
3918,4755,3597,r7,bf16,330.5700,192.7869,192.7918,137.7782,4738599,ok
7,91,9,r0,bf16,139.8300,1.1215,1.1265,138.7034,388,ok
4380,53,2,r1,bf16,140.0700,1.6777,1.6844,138.3856,4761,ok
2259,1018,1024,r5,bf16,143.6300,9.7076,9.7129,133.9171,169023,ok
36,3075,295,r6,bf16,141.6200,1.8451,1.8507,139.7693,31349,ok
2360,12,120,r1,bf16,138.8500,1.3109,1.3167,137.5333,2741,ok
2299,321,3079,r5,bf16,145.9100,11.4285,11.4335,134.4765,201074,ok
4210,204,25,r1,bf16,146.2200,2.9126,2.9178,143.3022,9183,ok
1,3321,1183,r6,bf16,143.1100,9.1385,9.1467,133.9633,99579,ok
92,514,10,r0,bf16,149.6400,1.3234,1.3287,148.3112,2369,ok
3321,4120,6,r3,bf16,152.3200,21.1097,21.1150,131.2050,122198,ok
3,3,571,r4,bf16,140.4300,1.1437,1.1489,139.2811,1924,ok
5,130,3171,r4,bf16,137.0600,1.4707,1.4761,135.5839,19349,ok
5169,5810,2917,r7,bf16,378.9000,239.3450,239.3507,139.5492,5872957,ok
3,9,56,r0,bf16,133.7500,1.0838,1.0894,132.6606,384,ok
12,1018,4616,r4,bf16,146.0200,3.4000,3.4055,142.6145,116623,ok
440,63,1,r0,bf16,137.1700,1.1932,1.2026,135.9674,821,ok
2867,679,2212,r5,bf16,153.4400,16.1773,16.1825,137.2575,350891,ok
2918,3818,2988,r7,bf16,237.0200,98.8782,98.8839,138.1361,2375999,ok
4050,2257,654,r7,bf16,158.7400,23.0537,23.0593,135.6808,478655,ok
257,1964,74,r2,bf16,144.0000,2.3226,2.3284,141.6717,10223,ok
2462,254,52,r1,bf16,145.7700,2.4517,2.4574,143.3126,5687,ok
3329,632,2228,r5,bf16,152.9300,18.5489,18.5540,134.3760,333989,ok
3169,3299,2980,r7,bf16,228.7700,93.9288,93.9335,134.8366,2215823,ok
4202,5771,2,r3,bf16,162.7900,33.5876,33.5924,129.1976,210863,ok
6,1956,13,r2,bf16,174.4600,1.1969,1.2029,173.2571,6207,ok
6061,5378,5,r3,bf16,177.7600,45.2264,45.2323,132.5277,277048,ok
1930,141,2,r1,bf16,142.2300,1.7440,1.7499,140.4801,4623,ok
2166,2,2121,r5,bf16,144.1300,2.4744,2.4800,141.6499,43315,ok
9,7,612,r4,bf16,136.1900,1.1467,1.1521,135.0378,1954,ok
2042,109,1,r1,bf16,140.3500,1.5270,1.5364,138.8136,2423,ok
357,2934,386,r6,bf16,144.0400,4.2069,4.2119,139.8281,67987,ok
1152,2004,2,r2,bf16,145.7800,5.6423,5.6473,140.1327,24543,ok
4648,14,18,r1,bf16,139.4300,1.2851,1.2911,138.1389,5029,ok
99,1974,4822,r6,bf16,143.0300,8.4223,8.4281,134.6019,292447,ok
73,3829,624,r6,bf16,162.2900,2.4604,2.4663,159.8237,68249,ok
2628,34,2627,r5,bf16,143.7100,6.2345,6.2391,137.4709,63209,ok
6,1347,6,r0,bf16,135.2600,1.1840,1.1899,134.0701,4267,ok
2321,4470,382,r7,bf16,156.3400,20.6268,20.6316,135.7084,283814,ok
2138,5765,32,r3,bf16,154.3000,18.9914,18.9969,135.3031,115919,ok
4935,3840,1769,r7,bf16,222.5200,84.8884,84.8932,137.6267,2233139,ok
4,2198,1723,r6,bf16,144.3900,3.4115,3.4173,140.9727,97271,ok
1618,4718,16,r2,bf16,148.6700,13.6361,13.6410,135.0290,73999,ok
3019,446,7,r1,bf16,140.9000,3.8110,3.8167,137.0833,13603,ok
100,2134,1,r2,bf16,138.3700,1.5184,1.5278,136.8422,8193,ok
79,1,211,r4,bf16,144.5600,1.7995,1.8071,142.7529,921,ok
767,39,4401,r4,bf16,144.1400,3.0709,3.0763,141.0636,40214,ok
2989,3587,1,r3,bf16,150.1600,15.9514,15.9591,134.2009,97758,ok
51,30,11,r0,bf16,139.4800,1.1904,1.1961,138.2839,432,ok
1984,5813,3111,r7,bf16,236.5500,103.4723,103.4777,133.0723,2720899,ok
2949,5,13,r1,bf16,141.4800,1.2018,1.2066,140.2734,3330,ok
3523,3842,595,r7,bf16,162.5500,30.4775,30.4824,132.0675,605274,ok
14,5575,79,r2,bf16,133.9100,1.3811,1.3870,132.5230,17423,ok
24,3,4576,r4,bf16,140.3300,1.2935,1.2991,139.0309,14615,ok
2109,5999,126,r3,bf16,150.4000,20.0383,20.0431,130.3568,117076,ok
2240,1,1,r1,bf16,140.2800,1.0320,1.5304,138.7496,2621,ok
13,2320,5594,r6,bf16,142.2699,9.6998,9.7044,132.5655,330219,ok
4415,142,5871,r5,bf16,149.2800,18.5532,18.5585,130.7215,441323,ok
3603,2313,62,r3,bf16,149.4000,14.4684,14.4737,134.9263,75714,ok
3578,2573,248,r7,bf16,151.4800,15.8178,15.8230,135.6570,166319,ok
11,163,4785,r4,bf16,142.7700,1.7869,1.7924,140.9776,29867,ok
4452,4567,4213,r7,bf16,387.3800,246.3038,246.3089,141.0711,5742791,ok
5455,1273,50,r1,bf16,146.3300,12.2678,12.2729,134.0571,58369,ok
121,2695,8,r2,bf16,148.7300,2.1086,2.1141,146.6159,11065,ok
3976,5876,1952,r7,bf16,264.2800,124.0879,124.0931,140.1869,3207487,ok
2638,4296,20,r3,bf16,149.5800,17.8392,17.8449,131.7352,102679,ok
3408,2554,3736,r7,bf16,241.7700,103.7721,103.7777,137.9923,2273999,ok
544,2760,253,r6,bf16,138.3600,4.3558,4.3612,133.9988,40743,ok
4169,75,3,r1,bf16,139.3800,1.8758,1.8815,137.4985,4550,ok
1688,3,7,r0,bf16,136.6200,1.1387,1.1443,135.4757,2069,ok
4103,148,11,r1,bf16,138.3000,2.4579,2.4636,135.8364,8969,ok
4302,1229,617,r5,bf16,149.6800,16.1991,16.2046,133.4754,234199,ok
2651,68,28,r1,bf16,141.3500,1.6256,1.6309,139.7191,3032,ok
9,5385,484,r6,bf16,145.4400,2.4130,2.4188,143.0211,67251,ok
492,2,587,r4,bf16,138.8600,1.2303,1.2356,137.6244,4369,ok
5953,2881,128,r3,bf16,161.1400,26.0977,26.1030,135.0370,145704,ok
3550,4810,1065,r7,bf16,199.0500,64.1058,64.1116,134.9384,1344743,ok
3744,115,13,r1,bf16,138.2500,2.0447,2.0491,136.2009,4125,ok
1948,3104,170,r7,bf16,150.1500,12.1994,12.2048,137.9452,116499,ok
479,3705,102,r2,bf16,142.4500,4.6839,4.6892,137.7608,24968,ok
14,8,1034,r4,bf16,140.3600,1.2231,1.2284,139.1316,3563,ok
14,2966,133,r6,bf16,139.2300,1.3922,1.3973,137.8327,19007,ok
5898,3775,424,r7,bf16,165.0400,36.1398,36.1455,128.8945,753599,ok
1948,73,168,r5,bf16,139.1900,1.5649,1.5706,137.6194,4659,ok
9,15,99,r0,bf16,141.0900,1.1401,1.1456,139.9445,390,ok
5304,3180,3385,r7,bf16,297.4300,157.8625,157.8684,139.5617,3838049,ok
40,3372,210,r6,bf16,140.2200,1.7015,1.7072,138.5128,22787,ok
5003,5642,633,r7,bf16,197.8100,60.8648,60.8700,136.9400,1211624,ok
4841,4552,33,r3,bf16,164.5000,31.6733,31.6791,132.8208,188027,ok
36,3523,1,r2,bf16,145.0900,1.4215,1.4317,143.6583,11703,ok
6,1971,50,r2,bf16,139.3700,1.1909,1.1964,138.1736,6207,ok
4813,5145,1,r3,bf16,164.7900,33.3336,33.3417,131.4483,212994,ok
6060,2835,716,r7,bf16,176.0900,38.7191,38.7236,137.3664,888995,ok
27,3322,3,r2,bf16,137.3100,1.4249,1.4304,135.8796,10633,ok
3346,277,2244,r5,bf16,142.2100,8.9676,8.9728,133.2372,201311,ok
4013,63,286,r5,bf16,136.5900,2.0636,2.0690,134.5210,13184,ok
4633,3151,23,r3,bf16,155.3100,22.4838,22.4891,132.8209,125374,ok
4404,5189,474,r7,bf16,176.2100,45.7987,45.8044,130.4056,784903,ok
203,4670,1452,r6,bf16,145.2700,6.7321,6.7376,138.5324,259739,ok
4754,3,1535,r5,bf16,139.2400,5.6601,5.6657,133.5743,61631,ok
96,85,9,r0,bf16,134.8800,1.2124,1.2178,133.6622,477,ok
719,2779,2794,r6,bf16,149.8700,19.3406,19.3458,130.5242,532883,ok
1,2,121,r0,bf16,136.5400,1.6195,1.6245,134.9155,382,ok
805,2960,1,r2,bf16,143.0700,6.2161,6.2239,136.8461,28487,ok
3,4544,1875,r6,bf16,145.4500,4.8515,4.8572,140.5928,207899,ok
1,5340,336,r6,bf16,171.1500,5.2368,5.2450,165.9050,48257,ok
2480,3002,12,r3,bf16,145.3200,13.3315,13.3367,131.9833,68687,ok
4794,172,111,r1,bf16,142.8101,2.8329,2.8384,139.9716,10351,ok
2390,5,26,r1,bf16,134.3100,1.1819,1.1873,133.1227,2771,ok
4677,3930,4,r3,bf16,160.3000,26.7312,26.7357,133.5642,156828,ok
1552,2449,16,r2,bf16,140.8000,8.5654,8.5709,132.2291,38679,ok
5536,29,46,r1,bf16,133.7200,1.5065,1.5126,132.2074,5917,ok
5344,5945,260,r7,bf16,178.7900,48.1439,48.1492,130.6408,807365,ok
2227,986,48,r1,bf16,142.7500,5.4758,5.4812,137.2688,20871,ok
878,2172,558,r6,bf16,143.6800,7.9412,7.9465,135.7335,107099,ok
2740,2,8,r1,bf16,136.0500,1.1109,1.1172,134.9328,3121,ok
5961,1795,3235,r5,bf16,240.9000,98.6302,98.6348,142.2652,2473769,ok
4399,3834,8,r3,bf16,150.4100,24.3401,24.3449,126.0651,143429,ok
83,170,8,r0,bf16,137.2100,1.2814,1.2866,135.9234,929,ok
4275,4417,3662,r7,bf16,324.8500,189.2814,189.2878,135.5622,4726854,ok
3321,1318,48,r1,bf16,143.7200,9.3284,9.3330,134.3869,40732,ok
360,4580,2,r2,bf16,141.8000,4.3052,4.3108,137.4892,26711,ok
5934,3407,1,r3,bf16,160.3600,28.4229,28.4308,131.9292,170531,ok
7,222,1351,r4,bf16,133.7710,1.4196,1.4249,132.3461,8557,ok
2600,3585,869,r7,bf16,168.2100,34.7677,34.7735,133.4365,605345,ok
2257,5246,54,r3,bf16,150.0900,18.9526,18.9581,131.1319,108198,ok
1958,3,427,r5,bf16,132.2300,1.3618,1.3673,130.8627,9359,ok
3467,11,2121,r5,bf16,145.6700,5.6387,5.6440,140.0260,65432,ok
2259,156,6,r1,bf16,137.4100,1.9241,1.9296,135.4804,5281,ok
3953,2,380,r5,bf16,142.2600,2.0481,2.0542,140.2058,13004,ok
3,6,877,r4,bf16,138.0600,1.1405,1.1462,136.9138,2694,ok
4777,2,35,r1,bf16,139.2000,1.2122,1.2182,137.9817,5158,ok
30,4563,9,r2,bf16,140.1000,1.5363,1.5413,138.5587,14831,ok
2502,4734,242,r7,bf16,152.4900,19.0813,19.0868,133.4032,213415,ok
171,761,11,r0,bf16,139.0800,1.5055,1.5106,137.5694,3317,ok
4832,1945,76,r3,bf16,149.4000,15.8125,15.8175,133.5826,83423,ok
5632,2596,2009,r7,bf16,213.1800,80.3814,80.3869,132.7930,2020703,ok
2,64,5,r0,bf16,136.0400,1.0998,1.1056,134.9345,383,ok
5662,1166,17,r1,bf16,143.5300,11.4358,11.4409,132.0891,60439,ok
867,2661,1904,r6,bf16,152.6000,17.8844,17.8895,134.7105,393434,ok
4023,6,1573,r5,bf16,139.9400,3.9439,3.9496,135.9904,57264,ok
1,99,4660,r4,bf16,144.2501,2.8011,2.8083,141.4418,14170,ok
249,894,28,r0,bf16,138.4600,1.6879,1.6934,136.7666,4416,ok
3,143,110,r0,bf16,134.9900,1.1486,1.1535,133.8366,769,ok
3097,121,7,r1,bf16,138.5200,2.0347,2.0400,136.4801,3478,ok
51,4529,143,r6,bf16,138.3600,1.7181,1.7240,136.6360,31175,ok
5642,2,333,r5,bf16,138.7700,1.6905,1.6957,137.0743,18071,ok
18,354,11,r0,bf16,133.7100,1.2296,1.2346,132.4754,1199,ok
3916,140,314,r5,bf16,140.1500,2.7434,2.7492,137.4008,25787,ok
118,5795,5,r2,bf16,143.9300,2.5670,2.5721,141.3578,22999,ok
2135,3035,1299,r7,bf16,162.9900,30.9397,30.9442,132.0458,664487,ok
37,694,4,r0,bf16,136.4100,1.2413,1.2462,135.1638,2513,ok
189,2294,617,r6,bf16,139.6700,2.8408,2.8460,136.8239,51389,ok
7,5355,43,r2,bf16,133.0300,1.2753,1.2808,131.7492,16337,ok
47,4908,31,r2,bf16,140.1300,1.7251,1.7304,138.3996,16730,ok
2592,529,247,r5,bf16,141.4400,4.2273,4.2328,137.2072,29739,ok
2829,124,583,r5,bf16,141.1100,3.3089,3.3141,137.7959,16054,ok
2612,3814,714,r7,bf16,154.6700,25.0733,25.0783,129.5917,538919,ok
4575,2144,4867,r7,bf16,273.5500,141.5958,141.6009,131.9491,3286490,ok
19,5345,1,r2,bf16,136.5800,1.4129,1.4221,135.1579,16841,ok
4936,3975,3528,r7,bf16,328.0300,193.0200,193.0256,135.0044,4764927,ok
2369,41,2,r1,bf16,135.7400,1.3868,1.3930,134.3470,2750,ok
3,5660,100,r2,bf16,138.4700,1.3793,1.3847,137.0853,17324,ok
4255,2138,5,r3,bf16,147.8200,14.8665,14.8716,132.9484,78828,ok
4,4088,1526,r6,bf16,141.5800,3.8070,3.8125,137.7675,148223,ok
17,7,465,r4,bf16,134.5800,1.1836,1.1888,133.3912,1595,ok
4736,88,225,r5,bf16,142.6800,2.2842,2.2894,140.3907,10235,ok
5788,3482,108,r3,bf16,160.7700,30.3553,30.3604,130.4096,172759,ok
147,1866,86,r0,bf16,138.0000,1.8041,1.8100,136.1900,7934,ok
257,165,267,r4,bf16,140.9700,1.5454,1.5508,139.4192,3833,ok
3777,2335,3,r3,bf16,146.9700,14.8563,14.8615,132.1085,79020,ok
6087,147,2075,r5,bf16,142.5800,7.6973,7.7024,134.8776,219945,ok
86,4031,828,r6,bf16,140.9900,3.0035,3.0096,137.9804,104831,ok
145,5906,8,r2,bf16,144.1200,2.8993,2.9051,141.2149,24768,ok
2963,3622,2737,r7,bf16,227.7200,96.6604,96.6658,131.0542,2134109,ok
3334,388,1950,r5,bf16,140.3800,10.4914,10.4970,129.8830,237823,ok
1464,2175,71,r2,bf16,138.5500,7.3670,7.3721,131.1779,31381,ok
2206,3166,1,r3,bf16,141.8200,10.9503,10.9586,130.8614,64699,ok
214,2,879,r4,bf16,134.7100,1.2425,1.2479,133.4620,4171,ok
3544,531,854,r5,bf16,144.9600,8.1888,8.1935,136.7664,137409,ok
1026,11,11,r0,bf16,139.3200,1.2367,1.2422,138.0777,1407,ok
9,2289,3,r2,bf16,139.4899,1.2576,1.2624,138.2275,7037,ok
376,3,153,r4,bf16,140.0600,1.1695,1.1753,138.8847,1515,ok
102,3335,3,r2,bf16,143.9900,1.8800,1.8856,142.1044,13067,ok
2671,4106,18,r3,bf16,152.6300,17.3349,17.3400,135.2900,100748,ok
2,2,5758,r4,bf16,136.2200,1.2291,1.2348,134.9852,17279,ok
3045,2065,486,r7,bf16,150.8900,14.6876,14.6923,136.1978,233035,ok
3484,9,71,r1,bf16,136.7300,1.2848,1.2902,135.4398,3865,ok
2614,5,4906,r5,bf16,144.7900,9.1046,9.1100,135.6800,116843,ok
2866,6109,20,r3,bf16,162.2300,25.5598,25.5646,136.6654,155903,ok
5010,3607,5,r3,bf16,160.0300,26.9391,26.9440,133.0860,156367,ok
3811,2814,830,r7,bf16,163.0700,32.7633,32.7694,130.3006,645721,ok
2378,5123,159,r7,bf16,149.8500,18.6998,18.7051,131.1449,226319,ok
3604,5,4,r1,bf16,139.5700,1.2397,1.2455,138.3245,3985,ok
4974,1940,318,r7,bf16,150.5200,19.5573,19.5629,130.9571,257087,ok
1578,4,3724,r4,bf16,139.4600,4.6605,4.6657,134.7943,58799,ok
7,5,23,r0,bf16,140.1500,1.0811,1.0863,139.0637,388,ok
739,8,115,r0,bf16,138.9000,1.1877,1.1928,137.7072,1120,ok
980,4588,189,r6,bf16,145.5700,8.7886,8.7937,136.7763,98063,ok
4,2185,14,r2,bf16,138.7800,1.1208,1.1266,137.6534,6947,ok
3251,3789,3,r3,bf16,151.9100,19.3705,19.3755,132.5345,108989,ok
12,5355,1439,r6,bf16,144.5900,3.5625,3.5681,141.0219,198575,ok
242,1856,2734,r4,bf16,144.0100,5.8933,5.8981,138.1119,205919,ok
6035,4561,4,r3,bf16,175.8200,38.1551,38.1605,137.6595,231011,ok
32,3658,69,r2,bf16,139.7600,1.4235,1.4292,138.3308,12005,ok
1,122,19,r0,bf16,138.8700,1.6897,1.6942,137.1757,382,ok
3289,124,10,r1,bf16,141.6900,2.0215,2.0275,139.6625,3670,ok
2181,1,428,r5,bf16,141.1400,3.6018,3.6099,137.5301,10251,ok
5,1,1,r0,bf16,135.2500,0.9547,1.4546,133.7955,386,ok
3972,3,3086,r5,bf16,145.8900,4.7760,4.7815,141.1085,108849,ok
161,3695,49,r2,bf16,143.4600,2.4912,2.4967,140.9633,15746,ok
152,53,1146,r4,bf16,140.8000,1.4739,1.4799,139.3201,4805,ok
49,4501,2,r2,bf16,142.7900,1.6986,1.7041,141.0859,15515,ok
6,5,154,r4,bf16,133.3400,1.1480,1.1528,132.1872,775,ok
2638,3,3850,r5,bf16,146.1600,4.1695,4.1752,141.9848,93619,ok
1912,5026,2222,r6,bf16,203.5100,64.0869,64.0918,139.4182,1651679,ok
5502,4932,215,r7,bf16,176.4300,39.5661,39.5718,136.8582,458951,ok
8,2907,2030,r6,bf16,147.1700,4.6228,4.6282,142.5418,143519,ok
2335,3458,3,r3,bf16,150.9800,13.6605,13.6658,137.3142,76075,ok
4066,3328,2,r3,bf16,155.6500,20.0436,20.0488,135.6012,115647,ok
3115,35,585,r5,bf16,142.2300,1.9876,1.9932,140.2367,17484,ok
19,23,24,r0,bf16,138.7300,1.1726,1.1783,137.5517,400,ok
62,3,121,r0,bf16,136.8900,1.0883,1.0931,135.7969,443,ok
3226,2866,3,r3,bf16,153.1500,15.0763,15.0810,138.0690,82983,ok
4976,2818,1345,r7,bf16,194.2700,59.3046,59.3101,134.9599,1355573,ok
4659,8,118,r1,bf16,140.2100,1.4215,1.4268,138.7833,5040,ok
1398,2326,88,r2,bf16,148.3300,7.6060,7.6111,140.7189,33819,ok
2168,4252,973,r7,bf16,162.4900,30.7104,30.7159,131.7741,693599,ok
3794,5306,7,r3,bf16,162.8700,28.7723,28.7769,134.0931,175391,ok
2250,1060,326,r5,bf16,140.8600,7.0628,7.0684,133.7917,71063,ok
2682,2261,3309,r7,bf16,186.3400,57.2798,57.2851,129.0549,1433951,ok
28,36,405,r4,bf16,134.5400,1.2399,1.2451,133.2948,1639,ok
7,2,65,r0,bf16,135.1400,1.1135,1.1196,134.0204,388,ok
2,1436,5772,r4,bf16,143.3400,6.5092,6.5144,136.8256,211967,ok
