LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg FILTER Metadata SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 0.1435782389231632, 0.569185161445397, 0.03557407259033731, 62.04631039179553, 50.0, 50.0, 50.0,
1, 0.23288605867637024, 2.095974528087332, 0.13099840800545826, 56.59131225835797, 50.0, 50.0, 49.999732083054255,
2, 0.23288605867637024, 2.095974528087332, 0.13099840800545826, 56.59131225835797, 50.0, 50.0, 49.999732083054255,
3, 0.23288605867637024, 2.095974528087332, 0.13099840800545826, 56.59131225835797, 50.0, 50.0, 49.999732083054255,
4, 0.23288605867637024, 2.095974528087332, 0.13099840800545826, 56.59131225835797, 50.0, 50.0, 49.999732083054255,
5, 0.6588033454857388, 11.858460218743298, 0.7411537636714561, 86.08363714346987, 50.0, 50.0, 49.994768962510896,
6, 0.7259959486833221, 14.934773801485482, 0.9334233625928426, 81.79554355165429, 50.0, 50.0, 49.9996698035331,
7, 0.20949263502454993, 5.027823240589198, 0.3142389525368249, 88.09165302782324, 50.0, 50.0, 49.999071063632144,
8, 0.7259959486833221, 14.934773801485482, 0.9334233625928426, 81.79554355165429, 50.0, 50.0, 49.9996698035331,
9, 0.7259959486833221, 14.934773801485482, 0.9334233625928426, 81.79554355165429, 50.0, 50.0, 49.9996698035331,
10, 1.328883945124212, 27.337041156840936, 1.7085650723025585, 43.410208874057595, 50.0, 50.0, 49.99743772241993,
11, 1.4601751884294154, 30.037889590547973, 1.8773680994092483, 35.04420452230597, 50.0, 50.0, 49.9996124782019,
12, 0.4220939818631492, 20.260511129431162, 1.2662819455894476, 47.48557295960428, 50.0, 50.0, 50.0,
13, 1.4601751884294154, 30.037889590547973, 1.8773680994092483, 35.04420452230597, 50.0, 50.0, 49.9996124782019,
14, 1.4601751884294154, 30.037889590547973, 1.8773680994092483, 35.04420452230597, 50.0, 50.0, 49.9996124782019,
15, 1.7819763828464885, 36.65779987569919, 2.2911124922311994, 14.552807126579657, 50.0, 50.0, 49.99743772241993,
16, 1.8870208167443976, 40.25644409054715, 2.516027755659197, 7.862586736434991, 50.0, 50.0, 50.0,
17, 0.5741519484160359, 27.55929352396972, 1.7224558452481076, 18.37286234931315, 50.0, 50.0, 49.98932112890923,
18, 1.8870208167443976, 40.25644409054715, 2.516027755659197, 7.862586736434991, 50.0, 50.0, 50.0,
19, 1.8870208167443976, 40.25644409054715, 2.516027755659197, 7.862586736434991, 50.0, 50.0, 50.0,
20, 0.6684800348166685, 41.78000217604178, 2.6112501360026115, 0.32640626700032643, 50.0, 50.0, 50.0,
