LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg FILTER Metadata SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 0.14357248728117614, 0.3768777791130874, 0.023554861194567962, 62.043824860793976, 50.0, 50.0, 50.0,
1, 0.2328825277457699, 2.235672266359391, 0.13972951664746194, 56.59045424222209, 50.0, 50.0, 49.99839254139206,
2, 0.2328825277457699, 2.235672266359391, 0.13972951664746194, 56.59045424222209, 50.0, 50.0, 49.99839254139206,
3, 0.2328825277457699, 2.235672266359391, 0.13972951664746194, 56.59045424222209, 50.0, 50.0, 49.99839254139206,
4, 0.2328825277457699, 2.235672266359391, 0.13972951664746194, 56.59045424222209, 50.0, 50.0, 49.99839254139206,
5, 0.6587750900669068, 12.648481729284612, 0.7905301080802882, 86.07994510207583, 50.0, 50.0, 49.99601434834595,
6, 0.7259741623779015, 15.487448797395231, 0.967965549837202, 81.79308896124357, 50.0, 50.0, 49.996918335901384,
7, 0.20949263502454993, 6.703764320785598, 0.41898527004909986, 88.09165302782324, 50.0, 50.0, 49.999071063632144,
8, 0.7259741623779015, 15.487448797395231, 0.967965549837202, 81.79308896124357, 50.0, 50.0, 49.996918335901384,
9, 0.7259741623779015, 15.487448797395231, 0.967965549837202, 81.79308896124357, 50.0, 50.0, 49.996918335901384,
10, 1.3288474478515813, 28.348745554167067, 1.7717965971354417, 43.409016629818325, 50.0, 50.0, 49.998228520814884,
11, 1.4601531555320835, 31.14993398468445, 1.946870874042778, 35.043675732770005, 50.0, 50.0, 49.99638336347197,
12, 0.4220939818631492, 27.01401483924155, 1.688375927452597, 47.48557295960428, 50.0, 50.0, 50.0,
13, 1.4601531555320835, 31.14993398468445, 1.946870874042778, 35.043675732770005, 50.0, 50.0, 49.99638336347197,
14, 1.4601531555320835, 31.14993398468445, 1.946870874042778, 35.043675732770005, 50.0, 50.0, 49.99638336347197,
15, 1.7819599755083626, 38.0151461441784, 2.37594663401115, 14.552673133318295, 50.0, 50.0, 49.998228520814884,
16, 1.8870100841196444, 40.256215127885746, 2.516013445492859, 7.862542017165185, 50.0, 50.0, 50.0,
17, 0.5741519484160359, 36.7457246986263, 2.2966077936641436, 18.37286234931315, 50.0, 50.0, 49.98932112890923,
18, 1.8870100841196444, 40.256215127885746, 2.516013445492859, 7.862542017165185, 50.0, 50.0, 50.0,
19, 1.8870100841196444, 40.256215127885746, 2.516013445492859, 7.862542017165185, 50.0, 50.0, 50.0,
20, 0.6684618523051815, 41.778865769073846, 2.6111791105671154, 0.3263973888208894, 50.0, 50.0, 50.0,
