d0,d1,d2,size,log2_size,latency_us
2,1,4226,8452,13.045077,1.678130
2,1,4528,9056,13.144658,1.677905
2,1,7883,15766,13.944529,1.740810
2,1,10111,20222,14.303638,1.833858
2,1,19840,39680,15.276124,1.956589
2,1,40088,80176,16.290883,2.174962
2,8,11,176,7.459432,1.631010
2,8,30,480,8.906891,1.630343
2,8,82,1312,10.357552,1.629898
2,8,107,1712,10.741467,1.631301
2,8,244,3904,11.930737,1.628215
2,8,283,4528,12.144658,1.630074
2,8,308,4928,12.266787,1.630573
2,8,337,5392,12.396605,1.630653
2,8,617,9872,13.269127,1.677317
2,8,741,11856,13.533330,1.677013
2,8,1420,22720,14.471675,1.735429
2,8,2829,45264,15.466076,1.804951
2,8,3159,50544,15.625252,1.809287
2,8,5525,88400,16.431759,1.955652
2,8,5705,91280,16.478011,1.959316
2,8,30060,480960,18.875557,2.939352
2,16,20,640,9.321928,1.630867
2,16,25,800,9.643856,1.630034
2,16,41,1312,10.357552,1.631393
2,16,59,1888,10.882643,1.629058
2,16,69,2208,11.108524,1.629318
2,16,77,2464,11.266787,1.629486
2,16,94,3008,11.554589,1.628702
2,16,208,6656,12.700440,1.676744
2,16,1084,34688,15.082149,1.780788
2,16,2232,71424,16.124121,1.945453
2,16,13117,419744,18.679150,2.795177
2,64,9,1152,10.169925,1.586878
2,64,14,1792,10.807355,1.630589
2,64,15,1920,10.906891,1.630323
2,64,18,2304,11.169925,1.631601
2,64,88,11264,13.459432,1.677316
2,64,620,79360,16.276124,1.957321
2,64,8964,1147392,20.129927,4.608356
2,64,19978,2557184,21.286125,8.079954
2,64,47737,6110336,22.542820,12.549110
2,128,14,3584,11.807355,1.631328
2,128,15,3840,11.906891,1.683321
2,128,40,10240,13.321928,1.673107
2,128,141,36096,15.139551,1.955669
2,128,162,41472,15.339850,1.958179
2,128,441,112896,16.784635,2.368346
2,128,553,141568,17.111136,2.599136
2,128,611,156416,17.255029,2.610450
2,128,717,183552,17.485829,2.798700
2,128,862,220672,17.751544,3.030696
2,128,935,239360,17.868823,3.133027
2,256,26,13312,13.700440,1.701903
2,256,32,16384,14.000000,1.677954
2,256,58,29696,14.857981,1.886946
2,256,82,41984,15.357552,1.957909
2,256,150,76800,16.228819,2.171669
2,256,234,119808,16.870365,2.418039
2,256,289,147968,17.174926,2.581630
2,256,1869,956928,19.868051,6.632998
2,256,3769,1929728,20.879966,11.193105
2,256,12794,6550528,22.643180,32.621256
2,256,15094,7728128,22.881688,38.096505
2,256,17753,9089536,23.115775,44.395068
2,256,30196,15460352,23.882070,73.795180
2,512,14,14336,13.807355,1.739141
2,512,47,48128,15.554589,1.955498
2,512,93,95232,16.539159,2.294656
2,512,155,158720,17.276124,2.611041
2,512,410,419840,18.679480,4.184731
2,512,1048,1073152,20.033423,4.349132
2,512,1937,1983488,20.919608,11.378447
2,512,2096,2146304,21.033423,6.973858
2,512,2885,2954240,21.494356,15.884110
2,512,8083,8276992,22.980675,40.546459
2,512,10663,10918912,23.380326,52.939703
2,512,16925,17331200,24.046868,82.604155
2,1024,18,36864,15.169925,1.956020
2,1024,43,88064,16.426265,2.240111
2,1024,70,143360,17.129283,2.587552
2,1024,95,194560,17.569856,2.933928
2,1024,131,268288,18.033423,3.362477
2,1024,181,370688,18.499846,3.920229
2,1024,257,526336,19.005625,4.834284
2,1024,297,608256,19.214319,5.279528
2,1024,359,735232,19.487840,6.015143
2,1024,1694,3469312,21.726218,18.300801
2,1024,2561,5244928,22.322492,26.711710
2,1024,3900,7987200,22.929258,39.197968
2,1024,5283,10819584,23.367142,52.509381
2,1024,15200,31129600,24.891784,60.114658
2,1024,16877,34564096,25.042771,162.012144
4,1,8,32,5.000000,1.044161
4,1,10,40,5.321928,1.043843
4,1,33,132,7.044394,1.044293
4,1,39,156,7.285402,1.045014
4,1,1668,6672,12.703904,1.677708
4,1,2306,9224,13.171177,1.677749
4,1,7522,30088,14.876901,1.772326
4,1,9097,36388,15.151175,1.813207
4,1,11333,45332,15.468242,1.849007
4,8,84,2688,11.392317,1.629335
4,8,392,12544,13.614710,1.677727
4,8,394,12608,13.622052,1.677790
4,8,530,16960,14.049849,1.680845
4,8,1432,45824,15.483816,1.806535
4,8,1474,47168,15.525521,1.808083
4,8,1717,54944,15.745674,1.843334
4,8,2507,80224,16.291746,1.959378
4,8,3096,99072,16.596190,1.959386
4,8,3806,121792,16.894060,2.058466
4,8,6618,211776,17.692180,2.285269
4,8,20580,658560,19.328955,3.358662
4,8,48178,1541696,20.556087,5.547374
4,16,10,640,9.321928,1.631297
4,16,19,1216,10.247928,1.630966
4,16,111,7104,12.794416,1.631996
4,16,215,13760,13.748193,1.677346
4,16,259,16576,14.016808,1.772241
4,16,326,20864,14.348728,1.774963
4,16,347,22208,14.438792,1.776599
4,16,374,23936,14.546894,1.779857
4,16,396,25344,14.629357,1.743627
4,16,439,28096,14.778077,1.739982
4,16,870,55680,15.764872,1.839333
4,16,4459,285376,18.122504,2.460822
4,16,4908,314112,18.260920,2.527624
4,16,6857,438848,18.743362,2.827743
4,16,14332,917248,19.806952,3.917505
4,64,10,2560,11.321928,1.631226
4,64,15,3840,11.906891,1.677654
4,64,16,4096,12.000000,1.630860
4,64,19,4864,12.247928,1.682136
4,64,22,5632,12.459432,1.677450
4,64,27,6912,12.754888,1.715277
4,64,51,13056,13.672425,1.742944
4,64,227,58112,15.826548,1.951963
4,64,2169,555264,19.082814,3.101650
4,64,2465,631040,19.267372,3.322437
4,64,4001,1024256,19.966145,4.319635
4,64,4537,1161472,20.147523,4.633630
4,64,6265,1603840,20.613099,5.665205
4,64,8769,2244864,21.098197,7.308607
4,64,27125,6944000,22.727336,14.765502
4,128,17,8704,13.087463,1.677649
4,128,57,29184,14.832890,1.786612
4,128,61,31232,14.930737,1.798331
4,128,73,37376,15.189825,1.807244
