LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 42584, 17621, 16.316097301803495, 28.7109375, 27.55193463002617,
1, 33359, 16870, 19.667855751071674, 45.0, 38.31240875912409,
2, 33359, 16870, 19.667855751071674, 45.0, 38.31240875912409,
3, 33359, 16870, 19.667855751071674, 45.0, 38.31240875912409,
4, 33359, 16870, 19.667855751071674, 45.0, 38.31240875912409,
5, 9246, 3417, 38.157040882543804, 90.0, 54.570765661252906,
6, 30345, 20824, 20.04943153732081, 100.0, 57.046413502109694,
7, 1222, 0, 34.41080196399346, 50.0, 31.148148148148145,
8, 30345, 20824, 20.04943153732081, 100.0, 57.046413502109694,
9, 30345, 20824, 20.04943153732081, 100.0, 57.046413502109694,
10, 18616, 8213, 18.951439621830684, 100.0, 27.801418439716315,
11, 93779, 74844, 5.527890039347828, 100.0, 22.052067381317013,
12, 1213, 0, 37.09810387469085, 100.0, 30.65395095367847,
13, 93779, 74844, 5.527890039347828, 100.0, 22.052067381317013,
14, 93779, 74844, 5.527890039347828, 100.0, 22.052067381317013,
15, 307282, 276251, 1.1481310327321483, 100.0, 8.781362007168443,
16, 1463857, 1405250, 0.2459256607715098, 100.0, 4.681647940074907,
17, 3567, 0, 14.353798710400897, 100.0, 11.169284467713789,
18, 1463857, 1405250, 0.2459256607715098, 100.0, 4.681647940074907,
19, 1463857, 1405250, 0.2459256607715098, 100.0, 4.681647940074907,
20, 72350, 60095, 0.04319281271596406, 97.65625, 0.19148284313725492,
