LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 129.0, 18018.0, 1792, 55.0, 128.0, 4736, 255.0, 18134.0, 774400, -164.0, 17984.0, 902000, -164.0, -1.0, 8200, 414.0, 18271.0, 774457,
1, 129.0, 50734.0, 2304, 1.0, 32191.0, 18432, 255.0, 50892.0, 559872, -164.0, 50654.0, 2525600, -164.0, 659.0, 41000, 524.0, 51011.0, 559900,
2, 129.0, 50734.0, 2304, 1.0, 32191.0, 18432, 255.0, 50892.0, 559872, -164.0, 50654.0, 2525600, -164.0, 659.0, 41000, 524.0, 51011.0, 559900,
3, 129.0, 50734.0, 2304, 1.0, 32191.0, 18432, 255.0, 50892.0, 559872, -164.0, 50654.0, 2525600, -164.0, 659.0, 41000, 524.0, 51011.0, 559900,
4, 129.0, 50734.0, 2304, 1.0, 32191.0, 18432, 255.0, 50892.0, 559872, -164.0, 50654.0, 2525600, -164.0, 659.0, 41000, 524.0, 51011.0, 559900,
5, 1517.0, 14563.0, 2304, 164.0, 8837.0, 36864, 1643.0, 14981.0, 301056, -164.0, 13364.0, 672400, -164.0, 4289.0, 221400, 1770.0, 15266.0, 301171,
6, 3033.0, 39192.0, 3840, 164.0, 19139.0, 73728, 3159.0, 39415.0, 432640, -164.0, 39104.0, 1951600, -164.0, 19139.0, 959400, 3286.0, 39708.0, 432755,
7, 129.0, 1697.0, 256, 97.0, 128.0, 4096, 255.0, 2221.0, 107648, -164.0, 494.0, 32800, -82.0, -1.0, 4100, 382.0, 2407.0, 107648,
8, 3033.0, 39192.0, 3840, 164.0, 19139.0, 73728, 3159.0, 39415.0, 432640, -164.0, 39104.0, 1951600, -164.0, 19139.0, 959400, 3286.0, 39708.0, 432755,
9, 3033.0, 39192.0, 3840, 164.0, 19139.0, 73728, 3159.0, 39415.0, 432640, -164.0, 39104.0, 1951600, -164.0, 19139.0, 959400, 3286.0, 39708.0, 432755,
10, 6003.0, 77148.0, 7680, 164.0, 76889.0, 147456, 6129.0, 77439.0, 250880, -164.0, 17819.0, 893800, -164.0, 76889.0, 3829400, 6256.0, 77713.0, 251495,
11, 11716.0, 219601.0, 13824, 164.0, 219330.0, 294912, 11842.0, 219727.0, 331776, -164.0, 60059.0, 2993000, -164.0, 219284.0, 10906000, 11969.0, 219980.0, 332478,
12, 129.0, 1036.0, 512, 65.0, 494.0, 16384, 255.0, 1400.0, 57600, -164.0, 659.0, 41000, -164.0, 494.0, 32800, 382.0, 1569.0, 57665,
13, 11716.0, 219601.0, 13824, 164.0, 219330.0, 294912, 11842.0, 219727.0, 331776, -164.0, 60059.0, 2993000, -164.0, 219284.0, 10906000, 11969.0, 219980.0, 332478,
14, 11716.0, 219601.0, 13824, 164.0, 219330.0, 294912, 11842.0, 219727.0, 331776, -164.0, 60059.0, 2993000, -164.0, 219284.0, 10906000, 11969.0, 219980.0, 332478,
15, 23598.0, 913816.0, 27648, 164.0, 913640.0, 589824, 23724.0, 913942.0, 225792, -164.0, 35144.0, 1754800, -164.0, 913604.0, 45411600, 47885.0, 914033.0, 225792,
16, 47363.0, 3940027.0, 55296, 164.0, 3939875.0, 1179648, 47489.0, 3940153.0, 230400, -164.0, 83489.0, 4157400, -164.0, 3939869.0, 195807800, 143309.0, 3940172.0, 230400,
17, 2703.0, 15691.0, 1024, 164.0, 15509.0, 65536, 2829.0, 15826.0, 32768, -164.0, -1.0, 8200, -164.0, 15509.0, 779000, 7056.0, 15989.0, 32768,
18, 47363.0, 3940027.0, 55296, 164.0, 3939875.0, 1179648, 47489.0, 3940153.0, 230400, -164.0, 83489.0, 4157400, -164.0, 3939869.0, 195807800, 143309.0, 3940172.0, 230400,
19, 47363.0, 3940027.0, 55296, 164.0, 3939875.0, 1179648, 47489.0, 3940153.0, 230400, -164.0, 83489.0, 4157400, -164.0, 3939869.0, 195807800, 143309.0, 3940172.0, 230400,
20, 25747.0, 695283.0, 4096, 164.0, 695155.0, 256000, 25873.0, 695385.0, 2000, -6.0, -1.0, 300, -164.0, 695144.0, 34554800, 695409.0, 695448.0, 2000,
