LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 18198, 5717, 38.18027736564458, 28.90625, 27.739362756761043,
1, 50956, 41063, 12.875814428134076, 37.5, 31.927007299270077,
2, 50956, 41063, 12.875814428134076, 37.5, 31.927007299270077,
3, 50956, 41063, 12.875814428134076, 37.5, 31.927007299270077,
4, 50956, 41063, 12.875814428134076, 37.5, 31.927007299270077,
5, 14981, 11484, 23.549829784393566, 75.0, 45.475638051044086,
6, 39415, 34126, 15.435747811746797, 90.0, 51.34177215189874,
7, 2221, 999, 18.932913102206214, 25.0, 15.574074074074073,
8, 39415, 34126, 15.435747811746797, 90.0, 51.34177215189874,
9, 39415, 34126, 15.435747811746797, 90.0, 51.34177215189874,
10, 77439, 71660, 4.555843954596521, 90.0, 25.02127659574468,
11, 219727, 210260, 2.3592913023888733, 100.0, 22.052067381317006,
12, 1400, 187, 32.142857142857146, 50.0, 15.326975476839236,
13, 219727, 210260, 2.3592913023888733, 100.0, 22.052067381317006,
14, 219727, 210260, 2.3592913023888733, 100.0, 22.052067381317006,
15, 913942, 898427, 0.38602011943865144, 100.0, 8.781362007168452,
16, 3940153, 3910850, 0.0913670103673639, 100.0, 4.681647940074907,
17, 15826, 14043, 3.2351826108934665, 100.0, 11.169284467713787,
18, 3940153, 3910850, 0.0913670103673639, 100.0, 4.681647940074907,
19, 3940153, 3910850, 0.0913670103673639, 100.0, 4.681647940074907,
20, 695409, 689282, 0.004493758349403013, 97.65625, 0.19148284313725492,
